id_ocorrencia;data_hora_ocorrencia;faixa_1_hora_fato;mes;ano;dia_da_semana;status_registro;natureza_principal;tentado_consumado_nat_principal;causa_presumida;meio_utilizado;perimetro;local_imediato;bairro;municipio_codigo;municipio_fato;uf_sigla
A2026ID10000;2026-07-30 15:40:00;De 15:00 as 15:59;7;2026;Quinta-Feira;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;VIA DE ACESSO PUBLICA;CENTRO;315840;SANTANA DE CATAGUASES;MG
A2026ID10001;2026-07-30 12:56:00;De 12:00 as 12:59;7;2026;Quinta-Feira;FECHADO;LESAO CORPORAL;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS;URBANO;VIA DE ACESSO PUBLICA;CENTRO;312710;FRUTAL;MG
A2026ID10003;2026-07-30 01:25:00;De 01:00 as 01:59;7;2026;Quinta-Feira;FECHADO;LESAO CORPORAL;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS;URBANO;CASA;MORRO ALTO;317120;VESPASIANO;MG
A2026ID10005;2026-07-29 19:00:00;De 19:00 as 19:59;7;2026;Quarta-Feira;FECHADO;VIAS DE FATO / AGRESSAO;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS;URBANO;SHOPPING CENTER;DISTRITO INDUSTRIAL FERNAO DIAS;310670;BETIM;MG
A2026ID10006;2026-07-29 14:30:00;De 14:00 as 14:59;7;2026;Quarta-Feira;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;VIA DE ACESSO PUBLICA;CENTRO;310740;BOM DESPACHO;MG
A2026ID10007;2026-07-28 22:18:00;De 22:00 as 22:59;7;2026;Terça-Feira;FECHADO;VIAS DE FATO / AGRESSAO;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;VIOLENCIA OU VIAS DE FATO;URBANO;VIA DE ACESSO PUBLICA;SANTA MONICA;317020;UBERLANDIA;MG
A2026ID10009;2026-07-28 19:50:00;De 19:00 as 19:59;7;2026;Terça-Feira;FECHADO;CALUNIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;OUTROS - ESTABELECIMENTOS DE LAZER/ CULTURA /;MUNDO NOVO;313670;JUIZ DE FORA;MG
A2026ID10013;2026-07-28 19:02:00;De 19:00 as 19:59;7;2026;Terça-Feira;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;MEIO ELETRONICO (INTERNET OU SMS);URBANO;VIA DE ACESSO PUBLICA;FLORESTA;310620;BELO HORIZONTE;MG
A2026ID10014;2026-07-28 08:10:00;De 08:00 as 08:59;7;2026;Terça-Feira;FECHADO;INJURIA RACIAL;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;OUTROS - ESTABELECIMENTOS COMERCIAIS / SERVIC;CENTRO;313240;ITAJUBA;MG
A2026ID10015;2026-07-27 18:00:00;De 18:00 as 18:59;7;2026;Segunda-Feira;FECHADO;INJURIA RACIAL;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;MEIO ELETRONICO (INTERNET OU SMS);URBANO;VIA DE ACESSO PUBLICA;CENTRO;313940;MANHUACU;MG
A2026ID10016;2026-07-27 18:00:00;De 18:00 as 18:59;7;2026;Segunda-Feira;FECHADO;INJURIA RACIAL;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;MEIO ELETRONICO (INTERNET OU SMS);URBANO;APARTAMENTO;CENTRO;313940;MANHUACU;MG
A2026ID10019;2026-07-27 16:35:00;De 16:00 as 16:59;7;2026;Segunda-Feira;FECHADO;CALUNIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;ESCRITA FISICA;URBANO;HOSPITAL/SANTA CASA;CENTRO;310420;ARCOS;MG
A2026ID10020;2026-07-27 11:30:00;De 11:00 as 11:59;7;2026;Segunda-Feira;FECHADO;INJURIA RACIAL;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;BAR / LANCHONETE / RESTAURANTE / SIMILAR;UNIAO;310620;BELO HORIZONTE;MG
A2026ID10021;2026-07-27 03:00:00;De 03:00 as 03:59;7;2026;Segunda-Feira;FECHADO;LESAO CORPORAL;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;INSTRUMENTO CONTUNDENTE / CORTANTE / PERFURANTE (ARMA BRANCA);URBANO;VIA DE ACESSO PUBLICA;SAO MATEUS;313670;JUIZ DE FORA;MG
A2026ID10023;2026-07-26 13:40:00;De 13:00 as 13:59;7;2026;Domingo;FECHADO;AMEACA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;RURAL;FAZENDA;;314800;PATOS DE MINAS;MG
A2026ID10024;2026-07-26 02:04:00;De 02:00 as 02:59;7;2026;Domingo;FECHADO;LESAO CORPORAL;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS;URBANO;CASA;JARDIM DAS ALTEROSAS - SEGUNDA SECAO;310670;BETIM;MG
A2026ID10026;2026-07-25 15:59:00;De 15:00 as 15:59;7;2026;Sabado;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;MERCEARIA / SACOLAO / SUPERMERCADO;TIBERY;317020;UBERLANDIA;MG
A2026ID10027;2026-07-24 10:43:00;De 10:00 as 10:59;7;2026;Sexta-Feira;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;MERCEARIA / SACOLAO / SUPERMERCADO;PRESIDENTE ROOSEVELT;317020;UBERLANDIA;MG
A2026ID10031;2026-07-24 09:39:00;De 09:00 as 09:59;7;2026;Sexta-Feira;FECHADO;ATENDIMENTO DE DENUNCIA DE INFRACOES DE DISCRIMINACAO;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;SEM EMPREGO DE INSTRUMENTOS;URBANO;OUTROS - ESTABELECIMENTOS DE LAZER/ CULTURA /;JARDIM IPIRANGA;316935;TRES MARIAS;MG
A2026ID10033;2026-07-22 14:23:00;De 14:00 as 14:59;7;2026;Quarta-Feira;FECHADO;ATENDIMENTO DE DENUNCIA DE INFRACOES DE DISCRIMINACAO;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;MEIO UTILIZADO - IGNORADO;URBANO;OUTROS - INSTITUICAO FILANTROPICA / ONG;DNER;316935;TRES MARIAS;MG
A2026ID10035;2026-07-22 14:20:00;De 14:00 as 14:59;7;2026;Quarta-Feira;FECHADO;OUTRAS INFRACOES CONTRA DIGNIDADE SEXUAL E A FAMILIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;OUTROS - ESTABELECIMENTOS COMERCIAIS / SERVIC;DELFINO MAGALHAES;314330;MONTES CLAROS;MG
A2026ID10038;2026-07-22 11:30:00;De 11:00 as 11:59;7;2026;Quarta-Feira;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;MERCEARIA / SACOLAO / SUPERMERCADO;;310620;BELO HORIZONTE;MG
A2026ID10040;2026-07-21 17:11:00;De 17:00 as 17:59;7;2026;Terça-Feira;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;USO DE SINAIS, GESTOS OU IMAGENS;URBANO;BAR / LANCHONETE / RESTAURANTE / SIMILAR;CENTRO;313930;MANGA;MG
A2026ID10042;2026-07-19 03:08:00;De 03:00 as 03:59;7;2026;Domingo;FECHADO;DESACATO;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;VIA DE ACESSO PUBLICA;VILA NOVA;317090;VARZELANDIA;MG
A2026ID10044;2026-07-17 12:44:00;De 12:00 as 12:59;7;2026;Sexta-Feira;FECHADO;ATEND. DENUNCIA DE INFRACOES CONTRA CRIANCAS E ADOLESCENTES;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;INSTITUICAO DE ENSINO PUBLICO MUNICIPAL;PALMITAL;315780;SANTA LUZIA;MG
A2026ID10046;2026-07-14 14:11:00;De 14:00 as 14:59;7;2026;Terça-Feira;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;CASA;ARAGUAIA;310620;BELO HORIZONTE;MG
A2026ID10051;2026-07-14 10:08:00;De 10:00 as 10:59;7;2026;Terça-Feira;FECHADO;INJURIA RACIAL;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;ESCRITA FISICA;URBANO;VIA DE ACESSO PUBLICA;VILA ALPINA;313670;JUIZ DE FORA;MG
A2026ID10054;2026-07-13 19:36:00;De 19:00 as 19:59;7;2026;Segunda-Feira;FECHADO;LESAO CORPORAL;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;OUTROS MEIOS;URBANO;VIA DE ACESSO PUBLICA;ALTO DOS PASSOS;313670;JUIZ DE FORA;MG
A2026ID10056;2026-07-13 18:15:00;De 18:00 as 18:59;7;2026;Segunda-Feira;FECHADO;VIAS DE FATO / AGRESSAO;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;VIOLENCIA OU VIAS DE FATO;URBANO;BAR / LANCHONETE / RESTAURANTE / SIMILAR;CENTRO;310670;BETIM;MG
A2026ID10059;2026-07-13 15:30:00;De 15:00 as 15:59;7;2026;Segunda-Feira;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;VIA DE ACESSO PUBLICA;CENTRO;314140;MEDINA;MG
A2026ID10061;2026-07-13 12:40:00;De 12:00 as 12:59;7;2026;Segunda-Feira;FECHADO;AMEACA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;INSTITUICAO DE ENSINO PUBLICO ESTADUAL;CENTRO;311110;CAMPINA VERDE;MG
A2026ID10063;2026-07-13 07:38:00;De 07:00 as 07:59;7;2026;Segunda-Feira;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;ESCRITA FISICA;URBANO;VIA DE ACESSO PARTICULAR/PRIVADA;12 DE MARCO;313170;ITABIRA;MG
A2026ID10064;2026-07-12 02:20:00;De 02:00 as 02:59;7;2026;Domingo;FECHADO;VIAS DE FATO / AGRESSAO;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS;URBANO;VIA DE ACESSO PUBLICA;CENTRO;314870;PEDRA AZUL;MG
A2026ID10065;2026-07-10 10:30:00;De 10:00 as 10:59;7;2026;Sexta-Feira;FECHADO;AMEACA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;CASA;DA MINA;316940;TRES PONTAS;MG
A2026ID10067;2026-07-10 08:50:00;De 08:00 as 08:59;7;2026;Sexta-Feira;FECHADO;RACISMO - PRATICA/INDUZ/INCITA/PRECONCEITO COR/DIVERSO;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;VIA DE ACESSO PARTICULAR/PRIVADA;SAO PAULO;310620;BELO HORIZONTE;MG
A2026ID10069;2026-07-10 06:00:00;De 06:00 as 06:59;7;2026;Sexta-Feira;FECHADO;RACISMO - IMPEDE CASAMENTO/CONVIVENCIA FAMILIAR/SOCIAL;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;MEIO ELETRONICO (INTERNET OU SMS);URBANO;REPUBLICA / ALOJAMENTO / ALBERGUE;BOA VISTA;311830;CONSELHEIRO LAFAIETE;MG
A2026ID10070;2026-07-09 14:37:00;De 14:00 as 14:59;7;2026;Quinta-Feira;FECHADO;INJURIA RACIAL;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;CASA;SION;310620;BELO HORIZONTE;MG
A2026ID10079;2026-07-07 17:14:00;De 17:00 as 17:59;7;2026;Terça-Feira;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;CASA;LARANJEIRAS;317020;UBERLANDIA;MG
A2026ID10081;2026-07-07 11:00:00;De 11:00 as 11:59;7;2026;Terça-Feira;FECHADO;VIAS DE FATO / AGRESSAO;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;VIOLENCIA OU VIAS DE FATO;URBANO;CASA;CATAGUARINO;311530;CATAGUASES;MG
A2026ID10083;2026-07-07 09:29:00;De 09:00 as 09:59;7;2026;Terça-Feira;FECHADO;INJURIA RACIAL;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;INSTITUICAO DE ENSINO PUBLICO ESTADUAL;INDUSTRIAL;310350;ARAGUARI;MG
A2026ID10085;2026-07-06 22:00:00;De 22:00 as 22:59;7;2026;Segunda-Feira;FECHADO;AMEACA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;MEIO ELETRONICO (INTERNET OU SMS);URBANO;VIA DE ACESSO PUBLICA;SANTA LUZIA;313670;JUIZ DE FORA;MG
A2026ID10086;2026-07-06 21:20:00;De 21:00 as 21:59;7;2026;Segunda-Feira;FECHADO;INJURIA RACIAL;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS;URBANO;BAR / LANCHONETE / RESTAURANTE / SIMILAR;ALVORADA;311860;CONTAGEM;MG
A2026ID10088;2026-07-06 10:30:00;De 10:00 as 10:59;7;2026;Segunda-Feira;FECHADO;OUTROS INFRACOES C/ A PESSOA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;MEIO UTILIZADO - IGNORADO;URBANO;OUTROS - ESTABELECIMENTOS COMERCIAIS / SERVIC;CENTRO;310450;ARINOS;MG
A2026ID10090;2026-07-05 22:47:00;De 22:00 as 22:59;7;2026;Domingo;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;VIOLENCIA OU VIAS DE FATO;URBANO;BOATE / CASA DE SHOW / SIMILAR;BELVEDERE;315200;POMPEU;MG
A2026ID10092;2026-07-05 21:08:00;De 21:00 as 21:59;7;2026;Domingo;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;BAR / LANCHONETE / RESTAURANTE / SIMILAR;MORRO DO CRUZEIRO;314610;OURO PRETO;MG
A2026ID10095;2026-07-05 21:06:00;De 21:00 as 21:59;7;2026;Domingo;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;MEIO ELETRONICO (INTERNET OU SMS);URBANO;CASA;CUTUCUM;316100;SAO DOMINGOS DO PRATA;MG
A2026ID10096;2026-07-05 18:18:00;De 18:00 as 18:59;7;2026;Domingo;FECHADO;AMEACA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;MEIO ELETRONICO (INTERNET OU SMS);URBANO;CASA;BOA VISTA;310620;BELO HORIZONTE;MG
A2026ID10097;2026-07-05 14:06:00;De 14:00 as 14:59;7;2026;Domingo;FECHADO;ATEND. DENUNCIA INFRACOES CONTRA PESSOAS LGBTQIAPN+;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;CASA;SAGRADA FAMILIA;314520;NOVA SERRANA;MG
A2026ID10114;2026-07-05 09:00:00;De 09:00 as 09:59;7;2026;Domingo;FECHADO;INJURIA RACIAL;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;VIA DE ACESSO PUBLICA;SAGRADA FAMILIA;310620;BELO HORIZONTE;MG
A2026ID10116;2026-07-04 18:35:00;De 18:00 as 18:59;7;2026;Sabado;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;BAR / LANCHONETE / RESTAURANTE / SIMILAR;CENTRO;312160;DIAMANTINA;MG
A2026ID10119;2026-07-02 23:59:00;De 23:00 as 23:59;7;2026;Quinta-Feira;FECHADO;VIAS DE FATO / AGRESSAO;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;VIOLENCIA OU VIAS DE FATO;URBANO;VIA DE ACESSO PUBLICA;DE LOURDES;314330;MONTES CLAROS;MG
A2026ID10120;2026-07-02 16:34:00;De 16:00 as 16:59;7;2026;Quinta-Feira;FECHADO;INJURIA RACIAL;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;VIOLENCIA OU VIAS DE FATO;URBANO;HOSPITAL/SANTA CASA;BARREIRO;310620;BELO HORIZONTE;MG
A2026ID10121;2026-07-01 16:00:00;De 16:00 as 16:59;7;2026;Quarta-Feira;FECHADO;AMEACA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;CASA;SERRA DOURADA;312980;IBIRITE;MG
A2026ID10122;2026-07-01 15:57:00;De 15:00 as 15:59;7;2026;Quarta-Feira;FECHADO;AMEACA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;OUTROS - INSTITUICOES PUBLICAS;CHACARAS SANTO ANTONIO VILA BEMGE;310670;BETIM;MG
A2026ID10125;2026-06-30 14:54:00;De 14:00 as 14:59;6;2026;Terça-Feira;FECHADO;ATRITO VERBAL;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;CASA;AREIAS;315460;RIBEIRAO DAS NEVES;MG
A2026ID10129;2026-06-30 12:13:00;De 12:00 as 12:59;6;2026;Terça-Feira;FECHADO;AMEACA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;MEIO ELETRONICO (INTERNET OU SMS);URBANO;CASA;GRAMINHA;316070;SANTOS DUMONT;MG
A2026ID10130;2026-06-29 18:00:00;De 18:00 as 18:59;6;2026;Segunda-Feira;FECHADO;AMEACA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;VIA DE ACESSO PUBLICA;JARDIM AMERICA;310620;BELO HORIZONTE;MG
A2026ID10131;2026-06-29 10:00:00;De 10:00 as 10:59;6;2026;Segunda-Feira;FECHADO;PERSEGUICAO;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;AMEACA;URBANO;CASA;CENTRO - SANTA TEREZINHA;313370;ITATIAIUCU;MG
A2026ID10134;2026-06-29 08:00:00;De 08:00 as 08:59;6;2026;Segunda-Feira;FECHADO;AMEACA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;RURAL;OUTROS - IMOVEIS RURAIS;;314380;MUNHOZ;MG
A2026ID10136;2026-06-28 22:30:00;De 22:00 as 22:59;6;2026;Domingo;FECHADO;AMEACA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;INSTRUMENTO CONTUNDENTE / CORTANTE / PERFURANTE (ARMA BRANCA);URBANO;BAR / LANCHONETE / RESTAURANTE / SIMILAR;MARCIOLANDIA;314460;NEPOMUCENO;MG
A2026ID10137;2026-06-28 16:00:00;De 16:00 as 16:59;6;2026;Domingo;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;RURAL;VIA DE ACESSO PUBLICA;;313270;ITAMBACURI;MG
A2026ID10138;2026-06-27 04:20:00;De 04:00 as 04:59;6;2026;Sabado;FECHADO;INJURIA RACIAL;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;AGRESSAO FISICA COM EMPREGO DE INSTRUMENTOS;URBANO;ONIBUS;BELA VISTA;313840;LEOPOLDINA;MG
A2026ID10140;2026-06-26 13:00:00;De 13:00 as 13:59;6;2026;Sexta-Feira;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;ABATEDOURO / FRIGORIFICO / MATADOURO;;314710;PARA DE MINAS;MG
A2026ID10141;2026-06-25 11:53:00;De 11:00 as 11:59;6;2026;Quinta-Feira;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;CONDOMINIO FECHADO;SEGISMUNDO PEREIRA;317020;UBERLANDIA;MG
A2026ID10143;2026-06-24 14:07:00;De 14:00 as 14:59;6;2026;Quarta-Feira;FECHADO;RACISMO - PRATICA/INDUZ/INCITA/PRECONCEITO COR/DIVERSO;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;MEIO ELETRONICO (INTERNET OU SMS);URBANO;OUTROS - ESTABELECIMENTOS COMERCIAIS / SERVIC;JARDIM AMERICA;310620;BELO HORIZONTE;MG
A2026ID10146;2026-06-24 12:00:00;De 12:00 as 12:59;6;2026;Quarta-Feira;FECHADO;RACISMO - PRATICA/INDUZ/INCITA/PRECONCEITO COR/DIVERSO;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;LOJA DIVERSA;BELA VISTA;313760;LAGOA SANTA;MG
A2026ID10147;2026-06-24 09:50:00;De 09:00 as 09:59;6;2026;Quarta-Feira;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;VIA DE ACESSO PUBLICA;MARCOLA;310620;BELO HORIZONTE;MG
A2026ID10149;2026-06-23 20:00:00;De 20:00 as 20:59;6;2026;Terça-Feira;FECHADO;AMEACA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;CASA;PEDRA BRANCA;315460;RIBEIRAO DAS NEVES;MG
A2026ID10151;2026-06-23 17:00:00;De 17:00 as 17:59;6;2026;Terça-Feira;FECHADO;OUTRAS INFRACOES DEMAIS LEIS ESPECIAIS;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;BAR / LANCHONETE / RESTAURANTE / SIMILAR;CENTRO;310620;BELO HORIZONTE;MG
A2026ID10152;2026-06-23 12:51:00;De 12:00 as 12:59;6;2026;Terça-Feira;FECHADO;OUTRAS INFRACOES DEMAIS LEIS ESPECIAIS;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;OUTROS - DEPOSITO EM GERAL;SERRINHA;310600;BELA VISTA DE MINAS;MG
A2026ID10153;2026-06-23 12:00:00;De 12:00 as 12:59;6;2026;Terça-Feira;FECHADO;AMEACA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;TERMINAL RODOVIARIO;SAO FRANCISCO;314610;OURO PRETO;MG
A2026ID10154;2026-06-22 08:59:00;De 08:00 as 08:59;6;2026;Segunda-Feira;FECHADO;AMEACA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;MEIO ELETRONICO (INTERNET OU SMS);URBANO;INSTITUICAO DE ENSINO PUBLICO FEDERAL;SANTA MONICA;317020;UBERLANDIA;MG
A2026ID10156;2026-06-21 18:30:00;De 18:00 as 18:59;6;2026;Domingo;FECHADO;ATEND. DENUNCIA INFRACOES CONTRA PESSOAS LGBTQIAPN+;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;RURAL;OUTROS - ESTABELECIMENTOS COMERCIAIS / SERVIC;LARANJEIRAS DE CALDAS;311030;CALDAS;MG
A2026ID10157;2026-06-20 21:43:00;De 21:00 as 21:59;6;2026;Sabado;FECHADO;VIAS DE FATO / AGRESSAO;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS;URBANO;VIA DE ACESSO PUBLICA;CENTRO;316935;TRES MARIAS;MG
A2026ID10159;2026-06-20 16:55:00;De 16:00 as 16:59;6;2026;Sabado;FECHADO;ATRITO VERBAL;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;BAR / LANCHONETE / RESTAURANTE / SIMILAR;UNIVERSITARIO;317010;UBERABA;MG
A2026ID10162;2026-06-20 14:00:00;De 14:00 as 14:59;6;2026;Sabado;FECHADO;RACISMO - PRATICA/INDUZ/INCITA/PRECONCEITO COR/DIVERSO;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;CASA;JARDIM PRIMAVERA DOIS;316720;SETE LAGOAS;MG
A2026ID10164;2026-06-17 18:30:00;De 18:00 as 18:59;6;2026;Quarta-Feira;FECHADO;OUTRAS ACOES DEFESA SOCIAL;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS;URBANO;LOJA DIVERSA;CENTRO;315140;PITANGUI;MG
A2026ID10167;2026-06-17 16:56:00;De 16:00 as 16:59;6;2026;Quarta-Feira;FECHADO;AMEACA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;VIA DE ACESSO PUBLICA;NEOLANDIA;313350;ITAPECERICA;MG
A2026ID10168;2026-06-17 13:21:00;De 13:00 as 13:59;6;2026;Quarta-Feira;FECHADO;RACISMO - PRATICA/INDUZ/INCITA/PRECONCEITO COR/DIVERSO;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;MEIO ELETRONICO (INTERNET OU SMS);URBANO;OUTROS - ESTABELECIMENTOS DE LAZER/ CULTURA /;DONA ANA;311110;CAMPINA VERDE;MG
A2026ID10169;2026-06-17 13:16:00;De 13:00 as 13:59;6;2026;Quarta-Feira;FECHADO;AMEACA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;CASA;VILA SAO JOAO BATISTA;310620;BELO HORIZONTE;MG
