id_ocorrencia;data_hora_ocorrencia;faixa_1_hora_fato;mes;ano;dia_da_semana;status_registro;natureza_principal;tentado_consumado_nat_principal;causa_presumida;meio_utilizado;perimetro;local_imediato;bairro;municipio_codigo;municipio_fato;uf_sigla;numero_envolvido_ocorrencia;conducao_a_delegacia;tipo_envolvimento;raca_etnia;idade_aparente;sexo_codigo;lgbtqia;identidade_de_genero;orientacao_sexual;escolaridade;relacao_vitima_autor;bairro_envolvido;municipio_envolvido;uf_sigla_envolvido;natureza_delito_envolvido;tentado_consumado_delito_envolvido
A2022ID14185;2022-08-31 17:35:00;De 17:00 as 17:59;8;2022;Quarta-Feira;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;UNIDADE DA POLÍCIA CIVIL;BARRO PRETO;310620;BELO HORIZONTE;MG;4;FLAGRANTE DE CRIME / CONTRAVENCAO;AUTOR;PARDA;58,0;M;Não;NAO INFORMADA;NAO INFORMADA;ENSINO FUNDAMENTAL COMPLETO (COMPREENDE OS PRIMEIROS OITO ANOS DE ESTUDO);;NOVA GRANADA;BELO HORIZONTE;MG;INJURIA;Consumado
A2022ID14187;2022-08-30 14:27:00;De 14:00 as 14:59;8;2022;Terça-Feira;FECHADO;AMEACA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;ESCRITA FISICA;URBANO;CASA;BELA VISTA;313170;ITABIRA;MG;1;;VITIMA DE ACAO CRIMINAL / CIVEL;BRANCA;20,0;M;Sim;NAO INFORMADA;HOMOSSEXUAL;ENSINO MEDIO COMPLETO (2º GRAU);IGNORADA;BELA VISTA;ITABIRA;MG;AMEACA;Consumado
A2022ID14188;2022-08-30 12:36:00;De 12:00 as 12:59;8;2022;Terça-Feira;FECHADO;AMEACA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;VIA DE ACESSO PUBLICA;CENTRO;313760;LAGOA SANTA;MG;1;;VITIMA DE ACAO CRIMINAL / CIVEL;PARDA;40,0;F;Não;NAO INFORMADA;NAO INFORMADA;SUPERIOR INCOMPLETO;SEM RELACIONAMENTO;CENTRO;LAGOA SANTA;MG;AMEACA;Consumado
A2022ID14188;2022-08-30 12:36:00;De 12:00 as 12:59;8;2022;Terça-Feira;FECHADO;AMEACA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;VIA DE ACESSO PUBLICA;CENTRO;313760;LAGOA SANTA;MG;2;;VITIMA DE ACAO CRIMINAL / CIVEL;PARDA;28,0;F;Não;NAO INFORMADA;NAO INFORMADA;SUPERIOR COMPLETO;SEM RELACIONAMENTO;CENTRO;LAGOA SANTA;MG;AMEACA;Consumado
A2022ID14188;2022-08-30 12:36:00;De 12:00 as 12:59;8;2022;Terça-Feira;FECHADO;AMEACA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;VIA DE ACESSO PUBLICA;CENTRO;313760;LAGOA SANTA;MG;3;SEM PRISAO;AUTOR;IGNORADA;37,0;F;Não;NAO INFORMADA;NAO INFORMADA;ESCOLARIDADE - IGNORADA;;LAGOA MANSOES;LAGOA SANTA;MG;AMEACA;Consumado
A2022ID14188;2022-08-30 12:36:00;De 12:00 as 12:59;8;2022;Terça-Feira;FECHADO;AMEACA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;VIA DE ACESSO PUBLICA;CENTRO;313760;LAGOA SANTA;MG;4;SEM PRISAO;AUTOR;IGNORADA;34,0;F;Não;NAO INFORMADA;NAO INFORMADA;ESCOLARIDADE - IGNORADA;;LAGOA MANSOES;LAGOA SANTA;MG;AMEACA;Consumado
A2022ID14189;2022-08-28 18:20:00;De 18:00 as 18:59;8;2022;Domingo;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;VIA DE ACESSO PUBLICA;;313440;ITURAMA;MG;1;;VITIMA DE ACAO CRIMINAL / CIVEL;BRANCA;28,0;M;Sim;MULHER TRANSEXUAL;HOMOSSEXUAL;ENSINO FUNDAMENTAL COMPLETO (COMPREENDE OS PRIMEIROS OITO ANOS DE ESTUDO);SEM RELACIONAMENTO;;ITURAMA;MG;INJURIA;Consumado
A2022ID14189;2022-08-28 18:20:00;De 18:00 as 18:59;8;2022;Domingo;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;VIA DE ACESSO PUBLICA;;313440;ITURAMA;MG;2;SEM PRISAO;AUTOR;PARDA;44,0;M;Não;NAO INFORMADA;NAO INFORMADA;ESCOLARIDADE - IGNORADA;;AMAZONAS;ITURAMA;MG;INJURIA;Consumado
A2022ID14192;2022-08-26 01:00:00;De 01:00 as 01:59;8;2022;Sexta-Feira;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;VIOLENCIA OU VIAS DE FATO;URBANO;POSTO DE COMBUSTIVEL;CAICARAS;310620;BELO HORIZONTE;MG;1;;VITIMA DE ACAO CRIMINAL / CIVEL;BRANCA;24,0;M;Não;NAO INFORMADA;NAO INFORMADA;ESCOLARIDADE - IGNORADA;AMIGO / CONHECIDO;VILA SANTO ANTONIO BARROQUINHA;BELO HORIZONTE;MG;INJURIA;Consumado
A2022ID14194;2022-08-25 10:00:00;De 10:00 as 10:59;8;2022;Quinta-Feira;FECHADO;DIFAMACAO;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;INSTITUICAO DE ENSINO PUBLICO ESTADUAL;LUIZOTE DE FREITAS;317020;UBERLANDIA;MG;1;;VITIMA DE ACAO CRIMINAL / CIVEL;NEGRA;16,0;M;Não;NAO INFORMADA;NAO INFORMADA;ENSINO MEDIO INCOMPLETO ( 2º GRAU);AMIGO / CONHECIDO;MANSOUR;UBERLANDIA;MG;DIFAMACAO;Consumado
A2022ID14196;2022-08-24 16:00:00;De 16:00 as 16:59;8;2022;Quarta-Feira;FECHADO;DIFAMACAO;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;MEIO ELETRONICO (INTERNET OU SMS);URBANO;VIA DE ACESSO PARTICULAR/PRIVADA;PLATAFORMA;314870;PEDRA AZUL;MG;1;;VITIMA DE ACAO CRIMINAL / CIVEL;PARDA;49,0;M;Não;NAO INFORMADA;NAO INFORMADA;ENSINO FUNDAMENTAL INCOMPLETO (COMPREENDE OS PRIMEIROS OITO ANOS DE ESTUDO);SEM RELACIONAMENTO;PLATAFORMA;PEDRA AZUL;MG;DIFAMACAO;Consumado
A2022ID14198;2022-08-24 09:00:00;De 09:00 as 09:59;8;2022;Quarta-Feira;FECHADO;AUTO EXTERMINIO (SUICIDIO);TENTADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;MEIO UTILIZADO - IGNORADO;URBANO;UNIDADE PRISIONAL (CERESP/PRESIDIO/PENITENCIARIA);;311860;CONTAGEM;MG;1;;VITIMA;IGNORADA;33,0;M;Sim;NAO INFORMADA;HOMOSSEXUAL;ALFABETIZADO;IGNORADA;DOM BOSCO;JUIZ DE FORA;MG;AUTO EXTERMINIO (SUICIDIO);Tentado
A2022ID14200;2022-08-23 21:50:00;De 21:00 as 21:59;8;2022;Terça-Feira;FECHADO;DIFAMACAO;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;MEIO ELETRONICO (INTERNET OU SMS);URBANO;CASA;ALTO BOM JESUS;311880;CORACAO DE JESUS;MG;1;;VITIMA DE ACAO CRIMINAL / CIVEL;IGNORADA;28,0;M;Sim;NAO INFORMADA;HOMOSSEXUAL;ENSINO MEDIO COMPLETO (2º GRAU);SEM RELACIONAMENTO;ALTO BOM JESUS;CORACAO DE JESUS;MG;DIFAMACAO;Consumado
A2022ID14201;2022-08-22 21:10:00;De 21:00 as 21:59;8;2022;Segunda-Feira;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;OUTROS - INSTITUICOES FINANCEIRAS;CENTRO;310620;BELO HORIZONTE;MG;2;SEM PRISAO;AUTOR;PARDA;31,0;F;Não;NAO INFORMADA;NAO INFORMADA;ESCOLARIDADE - IGNORADA;;;;;INJURIA;Consumado
A2022ID14204;2022-08-22 20:55:00;De 20:00 as 20:59;8;2022;Segunda-Feira;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;CASA;GRANJAS TRES MOINHOS;313670;JUIZ DE FORA;MG;1;;VITIMA DE ACAO CRIMINAL / CIVEL;PARDA;27,0;M;Sim;NAO INFORMADA;HOMOSSEXUAL;SUPERIOR COMPLETO;IGNORADA;CENTRO;JUIZ DE FORA;MG;INJURIA;Consumado
A2022ID14204;2022-08-22 20:55:00;De 20:00 as 20:59;8;2022;Segunda-Feira;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;CASA;GRANJAS TRES MOINHOS;313670;JUIZ DE FORA;MG;2;;VITIMA DE ACAO CRIMINAL / CIVEL;PARDA;27,0;M;Sim;NAO INFORMADA;HOMOSSEXUAL;ENSINO MEDIO COMPLETO (2º GRAU);IGNORADA;CENTRO;JUIZ DE FORA;MG;INJURIA;Consumado
A2022ID14204;2022-08-22 20:55:00;De 20:00 as 20:59;8;2022;Segunda-Feira;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;CASA;GRANJAS TRES MOINHOS;313670;JUIZ DE FORA;MG;3;;VITIMA DE ACAO CRIMINAL / CIVEL;PARDA;23,0;M;Sim;NAO INFORMADA;HOMOSSEXUAL;SUPERIOR COMPLETO;IGNORADA;GRAJAU;JUIZ DE FORA;MG;INJURIA;Consumado
A2022ID14204;2022-08-22 20:55:00;De 20:00 as 20:59;8;2022;Segunda-Feira;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;CASA;GRANJAS TRES MOINHOS;313670;JUIZ DE FORA;MG;4;;VITIMA DE ACAO CRIMINAL / CIVEL;BRANCA;34,0;M;Sim;NAO INFORMADA;HOMOSSEXUAL;SUPERIOR INCOMPLETO;SEM RELACIONAMENTO;GRAJAU;JUIZ DE FORA;MG;INJURIA;Consumado
A2022ID14204;2022-08-22 20:55:00;De 20:00 as 20:59;8;2022;Segunda-Feira;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;CASA;GRANJAS TRES MOINHOS;313670;JUIZ DE FORA;MG;5;FLAGRANTE DE CRIME / CONTRAVENCAO;AUTOR;PARDA;37,0;F;Não;NAO INFORMADA;NAO INFORMADA;ENSINO MEDIO COMPLETO (2º GRAU);;GRANJAS TRES MOINHOS;JUIZ DE FORA;MG;INJURIA;Consumado
A2022ID14206;2022-08-22 12:45:00;De 12:00 as 12:59;8;2022;Segunda-Feira;FECHADO;OUTROS INFRACOES C/ A PESSOA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;OUTROS - ESTABELECIMENTOS COMERCIAIS / SERVIC;CENTRO;310620;BELO HORIZONTE;MG;1;;VITIMA DE ACAO CRIMINAL / CIVEL;PARDA;23,0;M;Sim;HOMEM CISGÊNERO;HOMOSSEXUAL;SUPERIOR INCOMPLETO;OUTROS - RELACAO VITIMA AUTOR;RIO BRANCO;BELO HORIZONTE;MG;OUTROS INFRACOES C/ A PESSOA;Consumado
A2022ID14206;2022-08-22 12:45:00;De 12:00 as 12:59;8;2022;Segunda-Feira;FECHADO;OUTROS INFRACOES C/ A PESSOA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;OUTROS - ESTABELECIMENTOS COMERCIAIS / SERVIC;CENTRO;310620;BELO HORIZONTE;MG;2;SEM PRISAO;AUTOR;IGNORADA;40,0;F;Não;NAO INFORMADA;NAO INFORMADA;SUPERIOR COMPLETO;;SETOR DAS HABITAÇÕES;BRASILIA;DF;OUTROS INFRACOES C/ A PESSOA;Consumado
A2022ID14207;2022-08-22 08:53:00;De 08:00 as 08:59;8;2022;Segunda-Feira;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;CASA OU POSTO DE SAUDE;SAN MARINO;315460;RIBEIRAO DAS NEVES;MG;1;;VITIMA DE ACAO CRIMINAL / CIVEL;IGNORADA;24,0;M;Sim;NAO INFORMADA;HOMOSSEXUAL;ESCOLARIDADE - IGNORADA;IGNORADA;SAN MARINO;RIBEIRAO DAS NEVES;MG;INJURIA;Consumado
A2022ID14207;2022-08-22 08:53:00;De 08:00 as 08:59;8;2022;Segunda-Feira;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;CASA OU POSTO DE SAUDE;SAN MARINO;315460;RIBEIRAO DAS NEVES;MG;2;;VITIMA DE ACAO CRIMINAL / CIVEL;IGNORADA;42,0;F;Não;NAO INFORMADA;NAO INFORMADA;SUPERIOR COMPLETO;IGNORADA;DIAMANTE;BELO HORIZONTE;MG;ATRITO VERBAL;Consumado
A2022ID14207;2022-08-22 08:53:00;De 08:00 as 08:59;8;2022;Segunda-Feira;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;CASA OU POSTO DE SAUDE;SAN MARINO;315460;RIBEIRAO DAS NEVES;MG;3;SEM PRISAO;AUTOR;IGNORADA;0,0;F;Não;NAO INFORMADA;NAO INFORMADA;ESCOLARIDADE - IGNORADA;;SAN MARINO;RIBEIRAO DAS NEVES;MG;INJURIA;Consumado
A2022ID14208;2022-08-18 09:00:00;De 09:00 as 09:59;8;2022;Quinta-Feira;FECHADO;AMEACA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;EDIFICIO RESIDENCIAL;MARIPOSAS;313760;LAGOA SANTA;MG;1;;VITIMA DE ACAO CRIMINAL / CIVEL;PARDA;31,0;M;Não;NAO INFORMADA;NAO INFORMADA;ENSINO MEDIO COMPLETO (2º GRAU);SEM RELACIONAMENTO;MARIPOSAS;LAGOA SANTA;MG;AMEACA;Consumado
A2022ID14208;2022-08-18 09:00:00;De 09:00 as 09:59;8;2022;Quinta-Feira;FECHADO;AMEACA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;EDIFICIO RESIDENCIAL;MARIPOSAS;313760;LAGOA SANTA;MG;2;SEM PRISAO;AUTOR;IGNORADA;47,0;M;Não;NAO INFORMADA;NAO INFORMADA;ESCOLARIDADE - IGNORADA;;MARIPOSAS;LAGOA SANTA;MG;AMEACA;Consumado
A2022ID14210;2022-08-17 21:06:00;De 21:00 as 21:59;8;2022;Quarta-Feira;FECHADO;VIAS DE FATO / AGRESSAO;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS;URBANO;OUTROS - ESTABELECIMENTOS COMERCIAIS / SERVIC;PALMEIRAS;315210;PONTE NOVA;MG;1;SEM PRISAO;AUTOR;NEGRA;40,0;M;Não;NAO INFORMADA;NAO INFORMADA;ESCOLARIDADE - IGNORADA;;PALMEIRAS;PONTE NOVA;MG;VIAS DE FATO / AGRESSAO;Consumado
A2022ID14210;2022-08-17 21:06:00;De 21:00 as 21:59;8;2022;Quarta-Feira;FECHADO;VIAS DE FATO / AGRESSAO;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS;URBANO;OUTROS - ESTABELECIMENTOS COMERCIAIS / SERVIC;PALMEIRAS;315210;PONTE NOVA;MG;2;;VITIMA DE ACAO CRIMINAL / CIVEL;NEGRA;22,0;F;Não;NAO INFORMADA;NAO INFORMADA;ENSINO MEDIO COMPLETO (2º GRAU);AMIGO / CONHECIDO;VILA ALVARENGA;PONTE NOVA;MG;VIAS DE FATO / AGRESSAO;Consumado
A2022ID14211;2022-08-17 18:24:00;De 18:00 as 18:59;8;2022;Quarta-Feira;FECHADO;AMEACA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;HOSPITAL/SANTA CASA;SANTA EFIGENIA;310620;BELO HORIZONTE;MG;1;;VITIMA DE ACAO CRIMINAL / CIVEL;BRANCA;44,0;M;Não;NAO INFORMADA;NAO INFORMADA;SUPERIOR INCOMPLETO;AMIGO / CONHECIDO;SANTA EFIGENIA;BELO HORIZONTE;MG;AMEACA;Consumado
A2022ID14211;2022-08-17 18:24:00;De 18:00 as 18:59;8;2022;Quarta-Feira;FECHADO;AMEACA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;HOSPITAL/SANTA CASA;SANTA EFIGENIA;310620;BELO HORIZONTE;MG;2;SEM PRISAO;AUTOR;PARDA;25,0;M;Não;NAO INFORMADA;NAO INFORMADA;ESCOLARIDADE - IGNORADA;;ASABARA;SABARA;MG;AMEACA;Consumado
A2022ID14212;2022-08-17 10:30:00;De 10:00 as 10:59;8;2022;Quarta-Feira;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;VIA DE ACESSO PUBLICA;CONCORDIA;316860;TEOFILO OTONI;MG;1;;VITIMA DE ACAO CRIMINAL / CIVEL;BRANCA;23,0;M;Sim;HOMEM TRANSEXUAL;HOMOSSEXUAL;SUPERIOR COMPLETO;SEM RELACIONAMENTO;MARAJOARA;TEOFILO OTONI;MG;INJURIA;Consumado
A2022ID14214;2022-08-17 00:00:00;De 00:00 as 00:59;8;2022;Quarta-Feira;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;VIA DE ACESSO PUBLICA;SANTA EFIGENIA;310620;BELO HORIZONTE;MG;1;SEM PRISAO;AUTOR;BRANCA;38,0;M;Não;NAO INFORMADA;NAO INFORMADA;POS-GRADUACAO;;FUNCIONARIOS;BELO HORIZONTE;MG;INJURIA;Consumado
A2022ID14214;2022-08-17 00:00:00;De 00:00 as 00:59;8;2022;Quarta-Feira;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;VIA DE ACESSO PUBLICA;SANTA EFIGENIA;310620;BELO HORIZONTE;MG;2;;VITIMA DE ACAO CRIMINAL / CIVEL;BRANCA;33,0;M;Não;NAO INFORMADA;NAO INFORMADA;SUPERIOR COMPLETO;SEM RELACIONAMENTO;VILA OPERARIA;NOVA LIMA;MG;INJURIA;Consumado
A2022ID14215;2022-08-15 13:19:00;De 13:00 as 13:59;8;2022;Segunda-Feira;FECHADO;VIAS DE FATO / AGRESSAO;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;AGRESSAO FISICA COM EMPREGO DE INSTRUMENTOS;RURAL;BAR / LANCHONETE / RESTAURANTE / SIMILAR;PONTE ALTA;317010;UBERABA;MG;2;;VITIMA DE ACAO CRIMINAL / CIVEL;PARDA;15,0;F;Sim;NAO INFORMADA;HOMOSSEXUAL;ALFABETIZADO;SEM RELACIONAMENTO;;UBERABA;MG;VIAS DE FATO / AGRESSAO;Consumado
A2022ID14215;2022-08-15 13:19:00;De 13:00 as 13:59;8;2022;Segunda-Feira;FECHADO;VIAS DE FATO / AGRESSAO;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;AGRESSAO FISICA COM EMPREGO DE INSTRUMENTOS;RURAL;BAR / LANCHONETE / RESTAURANTE / SIMILAR;PONTE ALTA;317010;UBERABA;MG;3;SEM PRISAO;AUTOR;BRANCA;33,0;M;Não;NAO INFORMADA;NAO INFORMADA;ESCOLARIDADE - IGNORADA;;PONTE ALTA;UBERABA;MG;VIAS DE FATO / AGRESSAO;Consumado
A2022ID14216;2022-08-13 22:40:00;De 22:00 as 22:59;8;2022;Sabado;FECHADO;VIAS DE FATO / AGRESSAO;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS;URBANO;OUTROS - ESTABELECIMENTOS DE LAZER/ CULTURA /;SAO PEDRO;312770;GOVERNADOR VALADARES;MG;1;;VITIMA DE ACAO CRIMINAL / CIVEL;PARDA;32,0;M;Sim;NAO INFORMADA;HOMOSSEXUAL;SUPERIOR COMPLETO;AMIGO / CONHECIDO;LAGOA SANTA;GOVERNADOR VALADARES;MG;VIAS DE FATO / AGRESSAO;Consumado
A2022ID14216;2022-08-13 22:40:00;De 22:00 as 22:59;8;2022;Sabado;FECHADO;VIAS DE FATO / AGRESSAO;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS;URBANO;OUTROS - ESTABELECIMENTOS DE LAZER/ CULTURA /;SAO PEDRO;312770;GOVERNADOR VALADARES;MG;2;SEM PRISAO;AUTOR;PARDA;33,0;M;Não;NAO INFORMADA;NAO INFORMADA;SUPERIOR COMPLETO;;GRA DUQUESA;GOVERNADOR VALADARES;MG;VIAS DE FATO / AGRESSAO;Consumado
A2022ID14217;2022-08-12 08:40:00;De 08:00 as 08:59;8;2022;Sexta-Feira;FECHADO;VIAS DE FATO / AGRESSAO;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS;URBANO;ONIBUS;CIDADE INDUSTRIAL;311860;CONTAGEM;MG;1;;VITIMA DE ACAO CRIMINAL / CIVEL;BRANCA;24,0;M;Não;NAO INFORMADA;NAO INFORMADA;ENSINO MEDIO COMPLETO (2º GRAU);SEM RELACIONAMENTO;INDEPENDENCIA;BELO HORIZONTE;MG;VIAS DE FATO / AGRESSAO;Consumado
A2022ID14219;2022-08-09 11:00:00;De 11:00 as 11:59;8;2022;Terça-Feira;FECHADO;AMEACA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;VIA DE ACESSO PUBLICA;CENTRO;314870;PEDRA AZUL;MG;1;SEM PRISAO;AUTOR;PARDA;23,0;M;Sim;HOMEM CISGÊNERO;HOMOSSEXUAL;POS-GRADUACAO;;CENTRO;PEDRA AZUL;MG;AMEACA;Consumado
A2022ID14219;2022-08-09 11:00:00;De 11:00 as 11:59;8;2022;Terça-Feira;FECHADO;AMEACA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;VIA DE ACESSO PUBLICA;CENTRO;314870;PEDRA AZUL;MG;2;;VITIMA DE ACAO CRIMINAL / CIVEL;PARDA;28,0;F;Sim;NAO INFORMADA;HOMOSSEXUAL;ENSINO MEDIO COMPLETO (2º GRAU);SEM RELACIONAMENTO;NOVO PROGRESSO;PEDRA AZUL;MG;AMEACA;Consumado
A2022ID14219;2022-08-09 11:00:00;De 11:00 as 11:59;8;2022;Terça-Feira;FECHADO;AMEACA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;VIA DE ACESSO PUBLICA;CENTRO;314870;PEDRA AZUL;MG;3;SEM PRISAO;AUTOR;PARDA;51,0;M;Não;NAO INFORMADA;NAO INFORMADA;ENSINO FUNDAMENTAL COMPLETO (COMPREENDE OS PRIMEIROS OITO ANOS DE ESTUDO);;CENTRO;PEDRA AZUL;MG;AMEACA;Consumado
A2022ID14220;2022-08-08 22:50:00;De 22:00 as 22:59;8;2022;Segunda-Feira;FECHADO;AMEACA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;MEIO ELETRONICO (INTERNET OU SMS);URBANO;CASA;IPABA;313115;IPABA;MG;1;;VITIMA DE ACAO CRIMINAL / CIVEL;BRANCA;36,0;M;Sim;NAO INFORMADA;HOMOSSEXUAL;ENSINO MEDIO COMPLETO (2º GRAU);IGNORADA;IPABA;IPABA;MG;AMEACA;Consumado
A2022ID14223;2022-08-07 18:42:00;De 18:00 as 18:59;8;2022;Domingo;FECHADO;OUTROS INFRACOES C/ A PESSOA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;LOCAL DE EVENTO ESPORTIVO / ESTADIO / AUTODRO;sao luiz;310620;BELO HORIZONTE;MG;1;;VITIMA - OUTROS;IGNORADA;25,0;F;Não;NAO INFORMADA;NAO INFORMADA;SUPERIOR INCOMPLETO;SEM RELACIONAMENTO;LIBERDADE;BELO HORIZONTE;MG;OUTROS INFRACOES C/ A PESSOA;Consumado
A2022ID14223;2022-08-07 18:42:00;De 18:00 as 18:59;8;2022;Domingo;FECHADO;OUTROS INFRACOES C/ A PESSOA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;LOCAL DE EVENTO ESPORTIVO / ESTADIO / AUTODRO;sao luiz;310620;BELO HORIZONTE;MG;2;SEM PRISAO;AUTOR;IGNORADA;35,0;M;Não;NAO INFORMADA;NAO INFORMADA;ENSINO MEDIO COMPLETO (2º GRAU);;;;;OUTROS INFRACOES C/ A PESSOA;Consumado
A2022ID14228;2022-08-07 07:10:00;De 07:00 as 07:59;8;2022;Domingo;FECHADO;VIAS DE FATO / AGRESSAO;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS;URBANO;VIA DE ACESSO PUBLICA;VILA BRETAS;312770;GOVERNADOR VALADARES;MG;1;;VITIMA DE ACAO CRIMINAL / CIVEL;NEGRA;28,0;M;Sim;NAO INFORMADA;HOMOSSEXUAL;SUPERIOR INCOMPLETO;SEM RELACIONAMENTO;SENHORA DE LOURDES;GOVERNADOR VALADARES;MG;VIAS DE FATO / AGRESSAO;Consumado
A2022ID14230;2022-08-05 20:00:00;De 20:00 as 20:59;8;2022;Sexta-Feira;FECHADO;LESAO CORPORAL;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;ASFIXIA MECANICA (ENFORCAMENTO, ESTRANGULAMENTO, ESGANADURA OU SUFOCAMENTO);URBANO;CASA;CENTRO;311090;CAMPANHA;MG;2;SEM PRISAO;VITIMA DE ACAO CRIMINAL / CIVEL;BRANCA;12,0;M;Não;NAO INFORMADA;NAO INFORMADA;ALFABETIZADO;AMIGO / CONHECIDO;CENTRO;CAMPANHA;MG;LESAO CORPORAL;Consumado
